rewardType,icon,type,technologyLabel,customPage,startTime,id,state,introduction,HostName,reward,totalUserNumber,level,mold,industryLabel,name,miniAppState,endTime
奖金,http://third.datacastle.cn/content/disk/share/img/1ea9ec94-af01-424d-a6f1-ef04b5794706.png,创意型,,,1542078000000,270,history,<p>大数据是智慧城市的血脉。随着城市信息化的建设和完善，海量数据被沉淀和积累。如何通过数据分析提取其中的知识和智能、如何挖掘海量数据中蕴含的巨大价值、如何在科技迭代的过程中实现城市运行与管理的智能化？第二届智慧中国杯(ICC)大赛秉承第一届智慧中国杯(ICC)的精神，旨在通过新一代大数据科学技术及应用构建数据创新、开放创新、大众创新为特征并可持续发展的国家数据智慧生态，从而实现城市及国家的数据智慧式管理和发展。<br></p>,DataCastle数据城堡,180000,174,,竞技赛,其他,第二届智慧中国杯(ICC)创新创意赛,4,1544374800000
奖金,http://third.datacastle.cn/content/disk/share/img/d17a5a36-4ffb-4a49-9a8c-418bd0ebc0d5.jpg,创意型,,,1535731200000,269,history,"<p>人工智能是引领未来的战略性技术，是经济发展的新引擎, 随着人工智能技术的快速发展及商业应用的快速推广,它已成为各国之间的竞争新赛道。
以信息技术与制造技术深度融合为主线，以新一代人工智能技术的产业化和集成应用为重点，推进人工智能和制造业，加快制造强国和网络强国建设，国务院于2017年7月发布了《新一代人工智能发展规划》，规划了我国未来10年人工智能发展的方向，要求2020年我们的人工智能总体技术和应用与世界先进水平同步，人工智能核心产业规模超过1500亿。同年12月继续出台《促进新一代人工智能产业发展三年行动计划（2018-2020年）》，再次明确了人工智能技术产业发展的步骤，体现出国家热切关注人工智能技术的发展并对其蕴含的生产潜力寄予厚望。&nbsp;<br></p>",中国人工智能产业发展联盟,294000,912,,竞技赛,其他,2018中国（小谷围）人工智能创新创业大赛,4,1545753600000
奖金,http://third.datacastle.cn/content/disk/share/img/0259dfd7-bb85-4cae-a04b-957c35f3a7a4.jpg,创意型,,,1541570400000,268,history,"<p>ANZ is a leading bank in Australia and New Zealand and in Asia. From 7 November 2018 we'll officially open the ANZ Chengdu Data Science Competition.  
This is the first data science competition we've organised of this type. We hope you're excited too because the prize is a good one: in addition to the cash prizes we're offering internships/employment opportunities with ANZ to the winners and/or highly regarded entrants!&nbsp; &nbsp;&nbsp;<br></p>",澳新银行（ANZ Bank）,20000,315,,竞技赛,其他,ANZ Chengdu Data Science Competition,4,1542560400000
奖金,http://third.datacastle.cn/content/disk/share/img/80d13c62-10b1-42f2-8aa9-1196a07d9015.jpg,创意型,,,1537200000000,267,history,<p>2018年中国（小谷围）“互联网+交通运输”创新创业大赛之综合运输服务大数据主题赛基于交通数据生态平台，结合人工智能、物联网、区块链等前沿技术对综合交通运输领域海量数据开展挖掘分析，发挥行业积淀与全球智慧，探索大数据在综合交通运输服务领域创新应用和发展新路径； 用大数据提升行业治理能力，用数据说话、用数据管理、用数据决策、用数据创新，围绕现阶段交通运输行业痛点难点，寻找解决交通运输实际问题的新思路、新方法，寻找解决方案及相关优秀人才，遴选一批优质项目，推动其与创投资本、交通运输企业的对接，逐步建立数据应用生态，促进交通运输行业的转型升级和持续创新。&nbsp;<br></p><p><br></p>,中国交通通信信息中心、交通运输部公路科学,170000,833,,竞技赛,其他,2018年中国（小谷围）“互联网+交通运输”创新创业大赛之综合运输服务大数据主题赛,4,1543507200000
奖金,http://third.datacastle.cn/content/disk/share/img/46553090-5ace-4666-bc30-84083eb8e83c.png,创意型,,,1539100800000,264,history,"<p>随着企业各类业务数据不断增长，如何通过数据挖掘商业价值，并以统一、高效的形式呈现给管理者，从而提高分析决策效率以及加快市场影响速度，已成为所有企业最为关注的话题。这其中，数据可视化是必不可少的技术之一。

2018年10月，由DataHunter主办的首届数据可视化之星大赛火热开启！即日起至11月18日，通过DataHunter数据可视化分析平台制作并提交看板，就有机会成为DataHunter产品代言人，更有万元大奖等你拿！<br></p>",DataHunter,价值三万元礼品,394,,竞技赛,其他,首届数据可视化之星大赛,4,1543161600000
奖金,http://third.datacastle.cn/content/disk/share/img/7254b790-6b89-4472-b7ba-58413c1b2469.jpeg,创意型,,,1523289600000,258,history,<p>作为国际化的智能生活安全社区，GeekPwn 是安全极客们施展才华和分享研究成果的舞台。 自 2014 年创办以来，GeekPwn 已经成功在中国北京、上海、澳门、香港和美国硅谷等多地举办，负责任地披露了上百个高危漏洞。在历届比赛中，从攻破智能手机、无人机、机器人、智能家居等智能产品，到SSL/TLS 协议挑战专场、人工智能安全挑战专项，GeekPwn一直在创新和引领，在这个舞台上，从来不缺少安全极客带来的惊喜和震撼。<br></p>,諅震（KEEN）,5000000,651,,竞技赛,网络安全,GeekPwn 2018 国际安全极客大赛,4,1540396800000
奖金,http://third.datacastle.cn/content/disk/share/img/a37b9e45-6125-4362-bb10-7fd10a844b33.png,创意型,,,1538150400000,257,history,<p>大赛立足合肥，辐射全国，将模拟后的政务数据与社会数据进行深度融合，助力于将市民实际生活需求与政府应用开发相贯通，帮助解决人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾，吸引全国各地优秀人才与资源向合肥汇聚，集聚创新应用资源，激发整个合肥市数字经济创新氛围，将合肥数字经济发展质量提升至全国一线水平。</p><p><br></p>,合肥数据资源局,240000,323,,竞技赛,网络安全,城市大数据与人工智能创新应用大赛--安全篇,4,1543680000000
奖金,http://third.datacastle.cn/content/disk/share/img/4ff3e244-e5bd-4562-8fb2-93e2643605a7.png,创意型,,,1538150400000,256,history,<p>大赛立足合肥，辐射全国，将模拟后的政务数据与社会数据进行深度融合，助力于将市民实际生活需求与政府应用开发相贯通，帮助解决人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾，吸引全国各地优秀人才与资源向合肥汇聚，集聚创新应用资源，激发整个合肥市数字经济创新氛围，将合肥数字经济发展质量提升至全国一线水平。</p><p><br></p>,合肥数据资源局,240000,358,,竞技赛,城市/环境/民生,城市大数据与人工智能创新应用大赛--民生篇,4,1543680000000
奖金,http://third.datacastle.cn/content/disk/share/img/f77e5a46-6791-4015-9b21-3f753890d719.png,创意型,,,1538150400000,255,history,<p>大赛立足合肥，辐射全国，将模拟后的政务数据与社会数据进行深度融合，助力于将市民实际生活需求与政府应用开发相贯通，帮助解决人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾，吸引全国各地优秀人才与资源向合肥汇聚，集聚创新应用资源，激发整个合肥市数字经济创新氛围，将合肥数字经济发展质量提升至全国一线水平。<br></p>,合肥数据资源局,240000,301,,竞技赛,其他,城市大数据与人工智能创新应用大赛--产业篇,4,1543680000000
奖金,http://third.datacastle.cn/content/disk/share/img/38136402-97f5-4f38-8b50-652be16ff48b.png,创意型,,,1538150400000,253,history,<p>大赛立足合肥，辐射全国，将模拟后的政务数据与社会数据进行深度融合，助力于将市民实际生活需求与政府应用开发相贯通，帮助解决人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾，吸引全国各地优秀人才与资源向合肥汇聚，集聚创新应用资源，激发整个合肥市数字经济创新氛围，将合肥数字经济发展质量提升至全国一线水平。</p><p><br></p>,合肥数据资源局,300000,3108,,竞技赛,其他,城市大数据与人工智能创新应用大赛,4,1544716800000
知识,http://third.datacastle.cn/content/disk/share/img/8244cd7e-b444-4657-b5e2-99e3a297ba7b.jpg,创意型,,,1527782400000,252,history,<p>#“锦途杯”全国大数据竞赛#基于机器学习的智能穿戴设备的行为判定项目根据智能设备的陀螺仪数据，来判断用户出于何种运动模式。每个用户身上穿戴有4个传感器，分别在左右脚的脚踝上，以及腰部和胸部上，在不同的时刻让用户做不同的动作，并记录下相应的传感器数据。参赛者需要根据这些数据为某智能穿戴设备建立模型，以此判断该用户出于何种运动模式。<br></p>,DataCastle数据城堡,机器学习知识,480,,竞技赛,其他,基于机器学习的智能穿戴设备的行为判定（邀请赛）,4,1540742400000
知识,http://third.datacastle.cn/content/disk/share/img/b5791b6b-190e-4370-a2ec-a57f68c985a7.jpg,创意型,回归,,1527782400000,251,history,<p>#“锦途杯”全国大数据竞赛#外汇轧差预测项目根据某机构提供的流入流出交易数据，建立模型，预测该机构在2017年7月24日至7月29日每天从当日0点到24点的流入流出轧差值（总流入-总流出）。<br></p>,DataCastle数据城堡,机器学习知识,486,,竞技赛,金融,外汇轧差预测（邀请赛）,4,1540742400000
知识,http://third.datacastle.cn/content/disk/share/img/9c7c8fb7-abcb-4201-bc59-84dc7ad23238.jpg,创意型,分类,,1527782400000,250,history,<p>#“锦途杯”全国大数据竞赛#基于互联网金融的智能信贷风控设计项目根据某银行机构提供的信贷违约数据（包括用户的基本信息及部分付款的历史数据），建立一套模型来评估用户违约的概率，并以此为基础设计一套信贷打分系统。<br></p>,DataCastle数据城堡,机器学习知识,529,,竞技赛,金融,基于互联网金融的智能信贷风控设计（邀请赛）,4,1540742400000
知识,http://third.datacastle.cn/content/disk/share/img/ab3cfe71-d25e-46f3-8cb2-17d5e35f4450.jpg,创意型,分类,,1527782400000,249,history,<p>#“锦途杯”全国大数据竞赛# AI智能识题项目将提供一些中小学的试题和试卷的信息，根据这些有标签的数据对文字进行建模，该模型能对试题进行打标签处理，确定这个试题属于哪个类别下。<br></p>,DataCastle数据城堡,机器学习知识,465,,竞技赛,其他,AI智能识题（邀请赛）,4,1540656000000
奖金,http://third.datacastle.cn/content/disk/share/img/ed40320f-3829-428e-9091-491b14e55d9d.jpg,创意型,,,1535990400000,246,history,<p>金链盟中国区块链应用大赛（FISCO BCOS Blockchain Application Contest (China)）由中国电子技术标准化研究院、中国计算机学会等单位指导；中钞区块链技术研究院为学术指导单位；金链盟、 深圳市金融科技协会等单位主办；微众银行赞助；腾讯云协办；极客邦 &amp; InfoQ 为战略合作伙伴。</p><p>本次大赛致力于在全国范围内征集企业区块链团队使用 FISCO BCOS 底层平台进行开发的优秀实践，评选出2018年度最佳应用案例，促进区块链技术的商业转化，同时扶持合作企业及初创企业落地更多基于 FISCO BCOS 底层平台的优秀应用。</p><p><br></p>,金链盟,2150000,2085,,竞技赛,其他,金链盟中国区块链应用大赛,4,1546185600000
奖金,http://third.datacastle.cn/content/disk/share/img/5dd0d7db-ee6d-4dab-9faf-23f68ed97872.jpg,结果提交型,"分类,回归",,1531756800000,244,joinable,<p>目前，新零售火在商业前沿，零售企业纷纷借助新技术力量转型升级、抢占市场，新零售已然成为未来新风口。新零售的本质是重构“人-货-场”，提到作为重要组成部分的“人”，我们往往想到“消费者”“千人千面”“消费体验”等因素，却忽略了线下零售场景中另外一类重要的“人”——导购。</p><p><br></p>,上海大数据联盟、上海市北高新管委会（上海大数据产业基地）、上汽集团,170000,1355,,竞技赛,商业,BOT新零售技术挑战赛——图像识别分析导购行为,3,1538978400000
奖金,http://third.datacastle.cn/content/disk/share/img/f5bca2cf-d209-4c14-9188-93c711572d06.jpeg,创意型,,,1539273600000,240,history,<p>传统的“企业整体评估”是对企业资产负债表所列示资产及负债的评估，它严重地影响了企业价值评估的定位，并限制了企业价值评估方式方法的发展。企业价值评估逾越了传统财务报表中涉及的项目，而将外部环境分析、行业分析、产品与市场分析、业务流程分析、组织结构和权限分析、人力资源分析、信用分析、管理层经营绩效分析和财务评价等纳入评估体系。随着市场经济的不断发展，企业价值评估作为资本营运中不可缺少的服务工具，越来越被企业、政府监管部门及社会公众所关注，迫切需要进行理论上的探索和方法上的创新，探讨和研究企业价值评估方法以及合理运用都具有重要的意义。<br></p>,国信优易,90000,35,,竞技赛,其他,企业价值评估方案设计,4,1544086800000
知识,http://third.datacastle.cn/content/disk/share/img/2034f9c9-ac78-4aae-b467-c3d4e5a00170.jpg,创意型,推荐,,1527782400000,238,history,"<p>#“锦途杯”全国大数据竞赛#银行理财产品订购预测项目根据某银行提供的用户数据，包括职业、婚姻状态、贷款状态、房产、年龄、违约情况等数据，判断该用户是否会购买理财产品以及是否需要对该用户进行主动销售。<br></p><p>注：本比赛为邀请赛。<span style=""font-size: 14px;""><br></span></p><p><br></p>",DataCastle数据城堡,机器学习知识,513,,竞技赛,金融,银行理财产品订购预测（邀请赛）,4,1537977600000
知识,http://third.datacastle.cn/content/disk/share/img/ff54d8bb-ffb9-4478-a969-2bfbfe0fc4d9.jpg,创意型,回归,,1527782400000,237,history,<p>#“锦途杯”全国大数据竞赛#公民收入预测项目根据美国公民的国籍、职业、学历、婚姻、人种、性别等数据，通过建立模型判断其年收入是否大于5万美元。<br></p><p>注：本比赛为邀请赛。</p><p><br></p>,DataCastle数据城堡,机器学习知识,485,,竞技赛,城市/环境/民生,公民收入预测（邀请赛）,4,1538064000000
奖金,http://third.datacastle.cn/content/disk/share/img/597114db-7554-4a42-84fd-adec826ea6f9.png,创意型,,,1535007600000,234,history,"<p>政府开放数据创意赛是“中国华录杯·开放数据创新应用大赛”复赛赛题之一</p><p><a href=""http://www.dcjingsai.com/admin/page/adminNew.html#/cmptManagement/editorEnglish/234/%E6%94%BF%E5%BA%9C%E5%BC%80%E6%94%BE%E6%95%B0%E6%8D%AE%E5%88%9B%E6%84%8F%E8%B5%9B"">&nbsp;&nbsp;</a></p><p><br></p>",中国华录集团,620000,96,,竞技赛,交通,政府开放数据创意赛（华录杯复赛）,4,1540882800000
奖金,http://third.datacastle.cn/content/disk/share/img/9a35978b-28bf-4fec-9822-40588fd3d0a2.jpg,创意型,,,1533081660000,233,history,<p>“数据，已经渗透到当今每一个行业和业务职能领域，成为重要的生产因素。人们对于海量数据的挖掘和运用，预示着新一波生产率增长和消费者盈余浪潮的到来。得益于现代社会科技高度发达所引发的信息交互顺畅且高效，“大数据”应用领域越来越广，也不断越彰显优势。特别是在电子商务和物流配送领域，大数据正不断从消费者行为判断、产销存货预测、营销范围定位等多个维度变革创新着行业的运营模式。<br></p>,东莞市人民政府,2000000,780,,竞技赛,其他,2018赢在东莞全球大数据创新创业大赛,4,1535275800000
奖金,http://third.datacastle.cn/content/disk/share/img/e6542242-50d0-4f26-b828-cd15d04e6728.png,创意型,,,1526518800000,223,history,<p>互联交通、互联工业、智能家居、智慧城市---四大挑战，博世邀你一起定义未来！你将和全球物联网精英们同场竞技，解决当今最实际的物联网行业难题，获得行业大咖级导师的一手资料和亲自指导，更能在决赛现场让自己的想法在真实的设备上变为现实，赢得博世奖学金！</p>,博世(BOSCH),20000,332,,竞技赛,城市/环境/民生,物联网黑客马拉松-智能家居,4,1529596800000
奖金,http://third.datacastle.cn/content/disk/share/img/c0a4a612-ddc8-436e-b40e-e122db6ee356.png,结果提交型,"分类,回归",,1526634900000,222,joinable,"<p>互联交通、互联工业、智能家居、智慧城市---四大挑战，博世邀你一起定义未来！
你将和全球物联网精英们同场竞技，解决当今最实际的物联网行业难题，获得行业大咖级导师的一手资料和亲自指导，更能在决赛现场让自己的想法在真实的设备上变为现实，赢得博世奖学金！<br></p>",博世(BOSCH),20000,265,,竞技赛,交通,物联网黑客马拉松-互联交通,3,1529942400000
奖金,http://third.datacastle.cn/content/disk/share/img/67af422b-3095-45b1-838c-5ee7a70969fc.png,创意型,,,1526518800000,219,history,<p>互联交通、互联工业、智能家居、智慧城市---四大挑战，博世邀你一起定义未来！你将和全球物联网精英们同场竞技，解决当今最实际的物联网行业难题，获得行业大咖级导师的一手资料和亲自指导，更能在决赛现场让自己的想法在真实的设备上变为现实，赢得博世奖学金！&nbsp;</p>,博世(BOSCH),20000,254,,竞技赛,城市/环境/民生,物联网黑客马拉松-智慧城市,4,1529596800000
奖金,http://third.datacastle.cn/content/disk/share/img/b89790ea-7e0d-4072-abc9-ebb98307fd58.png,创意型,,,1526518800000,218,history,<p>互联交通、互联工业、智能家居、智慧城市---四大挑战，博世邀你一起定义未来！你将和全球物联网精英们同场竞技，解决当今最实际的物联网行业难题，获得行业大咖级导师的一手资料和亲自指导，更能在决赛现场让自己的想法在真实的设备上变为现实，赢得博世奖学金！</p>,博世(BOSCH),20000,179,,竞技赛,工业,物联网黑客马拉松-互联工业,4,1529596800000
奖金,http://third.datacastle.cn/content/disk/share/img/20ed893d-43c7-472c-997f-b8bca79ace4a.png,创意型,,https://www.dcjingsai.com/static_page/bosch.html,1525881600000,217,history,<p>互联交通、互联工业、智能家居、智慧城市---四大挑战，博世邀你一起定义未来！你将和全球物联网精英们同场竞技，解决当今最实际的物联网行业难题，获得行业大咖级导师的一手资料和亲自指导，更能在决赛现场让自己的想法在真实的设备上变为现实，赢得博世奖学金！</p>,博世(BOSCH),80000,1030,,竞技赛,其他,博世中国 物联网黑客马拉松,4,1529596800000
职位,http://third.datacastle.cn/content/disk/share/img/deb9da84-a8d9-4a3d-8a8f-dbee76feaa10.jpeg,创意型,,,1526227200000,216,history,"<p>人工智能(AI)热潮正席卷全球。作为全球领先的游戏开发和发行商，育碧正积极地发展AI技术来助力游戏研发团队，为玩家打造更加难忘的游戏体验。
育碧将面向成都各高校举办一场AI创新开发大赛。这将是一次体验如何将AI从想法落地的绝佳机会。
</p><div><br></div>",育碧成都,实习工作机会,37,,竞技赛,游戏,育碧AI创新开发大赛,4,1527955200000
奖金,http://third.datacastle.cn/content/disk/share/img/e437db97-1486-475e-a512-b1258d17dda3.jpg,创意型,,,1524153600000,215,history,<p>迅雷全球区块链应用大赛由迅雷集团与极客邦科技共同主办。大赛立足全国，放眼世界，致力于寻找国内外区块链领域具备创新能力的优秀人才以及项目，并设立百万奖金。<br></p>,迅雷集团,¥1000000,64,,竞技赛,其他,2018迅雷全球区块链应用大赛,4,1530806400000
奖金,http://third.datacastle.cn/content/disk/share/img/a121e70a-6cae-4b6f-ac53-972aee4b2a9e.png,创意型,,,1525881600000,214,history,<p>成都市打造的公共数据开放平台已汇集60个政府部门两千多万条数据，这一开放力度展现了成都市利用大数据治理城市的决心。 大赛以“数聚成都 智慧未来”为主题，秉承“公平、公正、融合、创新、开放”宗旨，通过对政府开放的数据进行挖掘分析，创新城市大数据的多维度及深度应用，探索政务数据与互联网数据、企业数据的融汇集成，促进成都市大数据产业良性发展。 &nbsp;</p>,成都市大数据和电子政务管理办公室,190000,639,,竞技赛,其他,成都市开放数据创新应用大赛,4,1543204800000
奖金,http://third.datacastle.cn/content/disk/share/img/cf20e3ea-4d1c-4c71-99e1-4836f610f4f3.png,创意型,,,1525622436000,212,history,<p>中国华录杯·开放数据创新应用大赛是第二届世界智能大会的官方指定赛事之一。依托城市数据湖海量数据资源，以数据价值挖掘为导向，吸纳大数据、人工智能科技人才与高价值创新成果，推动数据开放共享及技术创新应用，促进地区经济加速发展。</p>,中国华录集团,1000000,3431,,竞技赛,其他,华录杯,4,1540051200000
奖金,http://third.datacastle.cn/content/disk/share/img/d66a17df-3714-4716-bea7-f99bc552479f.png,创意型,,,1526353200000,211,history,<p>智慧城市在建设，智能交通需发展，交通事故、交通拥堵、交通污染依然是城市智能化进程中急需缓解的问题。智慧城市的建设中，我们也产生了非常丰富的数据，比如交通卡口的摄像、公交车的出行、城市交通流量的实时检测等，如何利用这些丰富的数据，助力城市的智能建设，是我们这次竞赛的目的。</p><p><br></p>,中国华录集团,100000,732,,竞技赛,交通,城市治理大数据应用创意方案赛,4,1534323600000
奖金,http://third.datacastle.cn/content/disk/share/img/9cd0d9de-41a9-4ff9-b004-116ceabc1aa6.jpeg,创意型,,,1523808000000,208,history,<p>如今，微信小程序将成为微信生态中的重要革新，其以一种极度轻量化、无处不在、用完即走的方式全面连接人与服务。微信小程序同时还将开发者、运营者和用户的场景需求紧密联系到了一起，让技术力量更好地服务于线上与线下需求，创造出丰富的场景价值。微信团队和开发者将共同致力于微信生态繁荣，为微信小程序创造更为强大的活跃度与生命力。 &nbsp;&nbsp;</p>,极客邦科技,¥1200000,68,,竞技赛,其他,WeGeek微信小程序职业开发大赛,4,1527350399000
知识,http://third.datacastle.cn/pkbigdata/master.other.img/e3ebb788-ad9e-45aa-a0d3-e67422327024.jpg,创意型,,,1515945600000,203,history,"<p>#“锦途杯”全国大数据竞赛#用电违约预测项目通过利用某电网公司提供的用户用电数据，通过机器学习，建立用户用电预测模型，预测该用户是否存在有偷电漏电的情况发生。<br></p><p>注：本比赛为<font color=""#ff0000"">邀请赛</font>。</p>",DataCastle数据城堡,机器学习知识,616,,竞技赛,城市/环境/民生,用户用电违约预测（邀请赛）,4,1529078399000
知识,http://third.datacastle.cn/pkbigdata/master.other.img/43cb0ca9-7786-4a23-889b-63b91934d4c6.jpg,创意型,分类,,1515945600000,202,history,"<p>#“锦途杯”全国大数据竞赛#根据手机定位数据对商圈进行分类项目根据手机基站的数据，计算出日均人流量，周末人均停留时间，凌晨人均停留时间，工作日上班时间人均停留时间等数据。每个基站代表一个商圈。我们需要根据这些信息，对基站（商圈）进行分类。<br></p><p>注：本比赛为<font color=""#ff0000"">邀请赛</font>。</p>",DataCastle数据城堡,机器学习知识,560,,竞技赛,商业,根据手机定位数据对商圈进行分类（邀请赛）,4,1529078399000
知识,http://third.datacastle.cn/pkbigdata/master.other.img/b12652a6-1c75-4841-8d85-6ffe1c000a91.png,创意型,分类,,1515974400000,200,history,"<p>#“锦途杯”全国大数据竞赛 #信贷违约预测模型项目通过利用某金融公司提供的贷款数据，通过机器学习，建立信贷违约预测模型，预测某个客户是否有贷款违约的风险。</p><p>注：本比赛为<font color=""#ff0000"">邀请赛</font>。</p><p><br></p>",DataCastle数据城堡,机器学习知识,777,,竞技赛,金融,信贷违约预测模型（邀请赛）,4,1523807999000
奖金,http://third.datacastle.cn/pkbigdata/master.other.img/b86eb62e-04f0-4602-994c-7df9b4d0ddf3.jpg,创意型,,,1514822400000,199,history,"2018年“高斯杯”全国大学生数学建模挑战赛旨在拓宽学生视野，激励学生培养数学建模的能力，培养学生创新精神的科学竞赛， 搭建展现学生学科基础的平台，提高学生运用理论知识解决社会热点与生活问题的能力， 扩大学生科研视野同时鼓励广大学生踊跃参加课外科技活动，培养创造精神及合作意识_。<p>注：本比赛为<font color=""#ff0000"">邀请赛</font>。</p><p><br></p>",DataCastle数据城堡,￥4000,320,,竞技赛,其他,“高斯杯”全国大学生数学建模挑战赛（邀请赛）,4,1524726000000
奖金,http://third.datacastle.cn/content/disk/share/img/59b71d3c-3cb0-4bb9-a593-94a384f752eb.png,创意型,其他,https://www.dcjingsai.com/static_page/wisdom2.html,1513735200000,198,history,第二届“智慧中国杯”大赛秉承第一届“智慧中国杯”的精神，旨在通过新一代大数据科学技术及应用构建数据创新、开放创新、大众创新为特征的可持续发展的国家数据智慧生态，以促进社会运营体系以更加精细和动态的方式运作，从而实现城市及国家的数据智慧式管理和发展。,四川省经济和信息化委员会,￥1000000,19785,,竞技赛,其他,第二届智慧中国杯,4,1543593599000
奖金,http://third.datacastle.cn/pkbigdata/master.other.img/7fe89711-ba76-46aa-bfb9-9900daa00aa8.jpg,创意型,,,1509897600000,196,history,"人工智能、大数据、云计算等先进科技在全球范围的研究和应用迅速崛起，使我们正面临一个空前变革的时代。
京东金融作为一家科技公司，以数据为基础，以技术为手段，服务金融行业。为更好地连接金融机构与科技公司，并挖掘全球顶级人工智能高手，帮助整个行业提高效率、降低成本、增加收入，京东金融将于2017年11月6日正式启动首届“JDD—2017京东金融全球数据探索者大赛”。
本届大赛由京东金融与红杉资本联合主办，是一场面向全球AI与数据人才的人工智能大赛。本次大赛的优胜团队不仅会有高额奖金，同时有机会获得京东金融或合作机构的优先投资。",京东金融,￥1850000,4793,,竞技赛,金融,京东金融全球数据探索者大赛,4,1513440000000
奖金,http://third.datacastle.cn/pkbigdata/master.team.img/2a5af5c9-629e-436b-9c47-99495feb2768.png,创意型,,,1499050800000,181,history,深挖教育大数据，助理校园黑科技！通过对大量校园数据的挖掘，更好地服务学生、优化校园管理，共建智慧校园。,电子科技大学,55000,576,,竞技赛,教育,智慧校园全球大学生创意应用大赛,4,1506268799000
奖金,http://img.datacastle.cn//pkbigdata/master.team.img/3a3bcd97-2579-4df4-96b1-910311e2a14d.jpg,创意型,其他,https://www.dcjingsai.com/common/zhzgbCmptDetails.html,1478152800000,178,history,智慧中国杯全国大数据创新应用大赛,成都市人民政府,￥1000000,15810,,竞技赛,其他,智慧中国杯,4,1495641600000
奖金,http://third.datacastle.cn/master.other.img%2Fbanner%2F%E4%BC%98%E6%98%93%E6%95%B0%E6%8D%AE.jpg,创意型,,,1464138358000,164,history,本次竞赛开放共计60年的中国地面历史气象数据，面向大众征集气象大数据创意方案。,国信优易数据有限公司,￥100000,975,,竞技赛,其他,“优易数据杯”全国开放大数据创新创意大赛,4,1471363199000
奖金,http://third.datacastle.cn/master.other.img%2Fbanner%2F%E4%BA%A4%E9%80%9A%E7%AB%9E%E8%B5%9B.jpg,创意型,,,1451275113000,152,history,本次竞赛以提交“创意方案”的形式进行，开放多维度交通事故数据，面向大众征集交通事故分析和降低交通事故率的相关解决方案。,贵阳市公安交通管理局,￥200000,4350,,竞技赛,交通,交通事故成因分析竞赛,4,1463889600000
